

 Hewlett - Packard Enterprise,buy, Plexxi,Hewlett-Packard Enterprise announced in May that it was buying networking startup Plexxi for an undisclosed amount.

 Google,acquire, Velostrata,Google acquires Velostrata

 Google,acquire, Velostrata,Google acquires Velostrata

 Google,acquire, Velostrata,Google acquired Israeli startup Velostrata in May for an undisclosed amount.

 Google,acquire, Velostrata,Google acquired Israeli startup Velostrata in May for an undisclosed amount.

 Recruit Holdings,acquire, Glassdoor,Recruit Holdings acquires Glassdoor for $1.2 billion

 Recruit Holdings,acquire, Glassdoor,Recruit Holdings acquires Glassdoor for $1.2 billion

 ServiceNow,acquire, Parlo,ServiceNow acquires Parlo and VendorHawk

 ServiceNow,acquire, VendorHawk,ServiceNow acquires Parlo and VendorHawk

 ServiceNow,acquire, Parlo,ServiceNow acquires Parlo and VendorHawk

 Oracle,acquire, Grapeshot,Oracle acquires Grapeshot

 Oracle,acquire, Grapeshot,Oracle acquires Grapeshot

 Oracle,acquire, Grapeshot,Oracle acquired Grapeshot in April 2018 for an undisclosed amount. The startup is from Cambridge here in the UK and focuses on helping brands avoid advertising against potentially damaging content through its Contextual Intelligence platform.

 Oracle,acquire, Grapeshot,Oracle acquired Grapeshot in April 2018 for an undisclosed amount. The startup is from Cambridge here in the UK and focuses on helping brands avoid advertising against potentially damaging content through its Contextual Intelligence platform.

 Salesforce,acquire, CloudCraze,Cloud CRM specialists Salesforce acquired CloudCraze in March for an undisclosed fee. The Chicago-based company has built a popular business-to-business ecommerce solution on top of the Salesforce platform since being founded in 2009.

 Salesforce,acquire, CloudCraze,Cloud CRM specialists Salesforce acquired CloudCraze in March for an undisclosed fee. The Chicago-based company has built a popular business-to-business ecommerce solution on top of the Salesforce platform since being founded in 2009.

 Cisco,acquire, BroadSoft,Cisco acquires BroadSoft

 Cisco,acquire, BroadSoft,Cisco acquires BroadSoft

 Microsoft,acquire, Chalkup,Microsoft acquires Chalkup

 Microsoft,acquire, Chalkup,Microsoft acquires Chalkup

 Oracle,service, Zenedge,With Zenedge Oracle gets a security service to add it to its growing cloud play and a company which shares its focus on automation. Zenedge software can also be run in the cloud on-prem or across hybrid environments.

 OpenText,acquire, Hightail,OpenText will acquire Hightail's existing user base of more than 5 million as well as the filesharing technology.

 AT&T Inc,buy, Time Warner,1. AT&T Inc buys Time Warner

 AT&T Inc,buy, Time Warner,1. AT&T Inc buys Time Warner

 Wipro,acquire, Health - Plan Services,7. Wipro acquired Health-Plan Services 

 Wipro,acquire, Health - Plan Services,7. Wipro acquired Health-Plan Services 

 Apple AAPL,acquire, Shazam,Recently iPhone maker Apple AAPL confirmed that it has acquired Shazam for $400 million a company that lets users identify songs movies TV shows and commercials from short audio clips. The tech giant will be able to use Shazam to boost Apple Music. It also hopes to integrate Shazam more deeply into iOS and utilize the app's augmented reality technology to improve its ARKit efforts.

 Samsung Electronics,acquire, LoopPay,13. Samsung Electronics acquires LoopPay.

 Samsung Electronics,acquire, LoopPay,13. Samsung Electronics acquires LoopPay.

 Northwestern Mutual,acquire, LearnVest,12. Northwestern Mutual acquires LearnVest.

 Northwestern Mutual,acquire, LearnVest,12. Northwestern Mutual acquires LearnVest.

 Amazon,acquire, Elemental Technologies,10. Amazon acquires Elemental Technologies.

 Amazon,acquire, Elemental Technologies,10. Amazon acquires Elemental Technologies.

 AxelSpringer,acquire, Business Insider,8. AxelSpringer acquires Business Insider.

 AxelSpringer,acquire, Business Insider,8. AxelSpringer acquires Business Insider.

 NeuStar,acquire, MarketShare,5.  NeuStar acquires MarketShare.

 NeuStar,acquire, MarketShare,5.  NeuStar acquires MarketShare.

 Hitachi Data Systems,acquire, Pentaho,4. Hitachi Data Systems acquires Pentaho.

 Hitachi Data Systems,acquire, Pentaho,4. Hitachi Data Systems acquires Pentaho.

 Adobe,acquire, Fotolia,2. Adobe acquires Fotolia.

 Adobe,acquire, Fotolia,2. Adobe acquires Fotolia.

 EMC,acquire, Virtustream,1. EMC acquires Virtustream.

 EMC,acquire, Virtustream,1. EMC acquires Virtustream.

 Noble Energy ’s,acquisition, Rosetta Resources,Noble Energy’s completed $3.9bn acquisition of Rosetta Resources in July with legal advice from Skadden Arps Slate Meagher & Flom and financial advice from Petrie Partners Securities.

 Alcoa,acquire, RTI International Metals,Alcoa a lightweight metals technology firm based in the US acquired RTI International Metals for $1.5bn in July under the terms of a merger agreement signed in March. Integrated under Alcoa's downstream Engineered Products and Solutions (EPS) division RTI International Metals is now known as Alcoa Titanium & Engineered Products (ATEP).

 Alcoa,acquire, RTI International Metals,Alcoa a lightweight metals technology firm based in the US acquired RTI International Metals for $1.5bn in July under the terms of a merger agreement signed in March. Integrated under Alcoa's downstream Engineered Products and Solutions (EPS) division RTI International Metals is now known as Alcoa Titanium & Engineered Products (ATEP).

 Spectra Energy Partners,buy, [Buys, Spectra, Energy, Corp., ’s] [U.S., Transmission, ,, Storage, &, Liquids, Assets],#9: Spectra Energy Partners (SEP) Buys Spectra Energy Corp.’s (SE) U.S. Transmission Storage & Liquids Assets

 Spectra Energy Partners,buy, U.S. Transmission , Storage & Liquids Assets,#9: Spectra Energy Partners (SEP) Buys Spectra Energy Corp.’s (SE) U.S. Transmission Storage & Liquids Assets

 Spectra Energy Partners,buy, [Buys, Spectra, Energy, Corp., ’s] [U.S., Transmission, ,, Storage, &, Liquids, Assets],#9: Spectra Energy Partners (SEP) Buys Spectra Energy Corp.’s (SE) U.S. Transmission Storage & Liquids Assets

 American Airlines,buy, Buys US Airways,#8: American Airlines (AAMRQ) Buys US Airways (LCC)

 American Airlines,buy, Buys US Airways,#8: American Airlines (AAMRQ) Buys US Airways (LCC)

 7 Aditya Birla Group,acquire, Columbian Chemicals,•	7 Aditya Birla Group to acquire Columbian Chemicals

 7 Aditya Birla Group,acquire, Columbian Chemicals,•	7 Aditya Birla Group to acquire Columbian Chemicals

 Mahindra & Mahindra,acquire, Ssangyong,•	8 Mahindra & Mahindra acquires Ssangyong

 Mahindra & Mahindra,acquire, Ssangyong,•	8 Mahindra & Mahindra acquires Ssangyong

 Reliance Industries,deal, BP,The much talked about Reliance – BP deal finally came through in July 2011 after a 5 month wait. Reliance Industries signed a 7.2 billion dollar deal with UK energy giant BP with 30 percent stake in 21 oil and gas blocks operated in India. Although the Indian government’s approval on two oil blocks still remains pending this still makes it one of the biggest FDI deals to come through in India Inc in 2011-12-31.

 Reliance Industries,deal, India,The much talked about Reliance – BP deal finally came through in July 2011 after a 5 month wait. Reliance Industries signed a 7.2 billion dollar deal with UK energy giant BP with 30 percent stake in 21 oil and gas blocks operated in India. Although the Indian government’s approval on two oil blocks still remains pending this still makes it one of the biggest FDI deals to come through in India Inc in 2011-12-31.

 the Vodafone Group,buy, Vodafone,In March 2011 the Vodafone Group announced that it would buy 33 percent stake in its Indian joint venture for about 5 billion dollars after the Essar Group sold its holding and exited Vodafone. Healthcare giant Piramal Group too bought about 5.5 percent in the Indian arm of Vodafone for about 640 million dollars. This brings Vodafone’s current stake to about 75 percent.

 Essar Energy,acquisition, UK,The Ruias’ flagship company for its oil business Essar Energy completed its 350 million dollar acquisition of the UK based Stanlow Refinery of Shell in August 2011. In addition to a direct access to the UK market Essar is planning to make optimum utilization of this deal with its ‘100 day plan’ to improve operations at the UK unit.

 Aditya Birla Group,acquire, Columbian Chemicals,Aditya Birla Group to acquire Columbian Chemicals

 Aditya Birla Group,acquire, Columbian Chemicals,Aditya Birla Group to acquire Columbian Chemicals

 the Aditya Birla Group,acquire, Columbian Chemicals,In June 2011 the Aditya Birla Group announced its completion of acquiring US based Columbian Chemicals a 100 year old carbon black maker company for an estimated 875 million dollars. This will make the Aditya Birla Group one of the largest carbon black maker companies in the world doubling its production capacity instantly.

 Mahindra & Mahindra,acquire, Ssangyong,Mahindra & Mahindra acquires Ssangyong

 Mahindra & Mahindra,acquire, Ssangyong,Mahindra & Mahindra acquires Ssangyong

 AOL,acquire, The Huffington Post,AOL acquired The Huffington Post for $315M in 2011 solidifying the company’s bet on content and advertising. The Huffington Post was one of the first crowd-sourced news platforms allowing many people and bloggers who were not full-time employees to use HuffPo as a medium for their views (a model that Jonah Peretti one of The Huffington Post’s founders would also use in his later venture Buzzfeed). The Huffington Post was also  an important player in the wave of media companies monetizing through digital ads rather than subscription or paywalls which has fundamentally changed that industry. When it was acquired HuffPo had revenue of approximately $30M while this year it projected revenue is $168M.

 AOL,acquire, The Huffington Post,AOL acquired The Huffington Post for $315M in 2011 solidifying the company’s bet on content and advertising. The Huffington Post was one of the first crowd-sourced news platforms allowing many people and bloggers who were not full-time employees to use HuffPo as a medium for their views (a model that Jonah Peretti one of The Huffington Post’s founders would also use in his later venture Buzzfeed). The Huffington Post was also  an important player in the wave of media companies monetizing through digital ads rather than subscription or paywalls which has fundamentally changed that industry. When it was acquired HuffPo had revenue of approximately $30M while this year it projected revenue is $168M.

 Microsoft,buy, Mojang,Microsoft bought Mojang the maker of wildly popular game Minecraft for $2.5B at the end of 2014. Minecraft was entirely bootstrapped proving you don’t need to raise money to be a unicorn and exit at $1B+. The acquisition highlighted Microsoft’s new strategy of focusing on mobile-centric products and bolsters Microsoft’s gaming product line. Microsoft already has an enviable perch in the gaming industry given the Xbox desktop and VR platforms it currently owns. The acquisition also gives Microsoft a channel into the younger demographics that Minecraft targets specifically people below the age of 15 and could easily become a multibillion dollar franchise on its own similar to the multimedia empire that Lego built. Finally watching how Microsoft handles Minecraft going forward will be important since it not only has to handle the game itself but needs to make sure that the community that’s developed around the game is maintained (a struggle many large companies face when acquiring community-centric startups).

 Microsoft,buy, Mojang,Microsoft bought Mojang the maker of wildly popular game Minecraft for $2.5B at the end of 2014. Minecraft was entirely bootstrapped proving you don’t need to raise money to be a unicorn and exit at $1B+. The acquisition highlighted Microsoft’s new strategy of focusing on mobile-centric products and bolsters Microsoft’s gaming product line. Microsoft already has an enviable perch in the gaming industry given the Xbox desktop and VR platforms it currently owns. The acquisition also gives Microsoft a channel into the younger demographics that Minecraft targets specifically people below the age of 15 and could easily become a multibillion dollar franchise on its own similar to the multimedia empire that Lego built. Finally watching how Microsoft handles Minecraft going forward will be important since it not only has to handle the game itself but needs to make sure that the community that’s developed around the game is maintained (a struggle many large companies face when acquiring community-centric startups).

 Amazon,buy, Twitch,Amazon bought Twitch for around $1B in 2014 after beating out other suitors like Google. This move is significant for several reasons:

 Amazon,buy, Twitch,Amazon bought Twitch for around $1B in 2014 after beating out other suitors like Google. This move is significant for several reasons:

 Amazon,acquire, Zappos,Amazon acquired Zappos for $807M+ in 2009 in one of the largest e-commerce acquisitions to happen after the dot-com era. The deal been fruitful for Amazon which acquired a company that already had net revenue of $635M at the time of acquisition. Zappos has also carved a niche out for itself in e-commerce by emphasizing its company culture and obsessive customer service the latter of which Amazon prides itself on today and has been a big differentiator for the parent company. It’s important to note that Amazon bought Zappos at a little more than 1x net revenue which is a much lower multiple than the valuation of many e-commerce companies today (with Amazon itself trading between 2x and 2.5x price-to-sales ratio of the trailing twelve months).

 Amazon,acquire, Zappos,Amazon acquired Zappos for $807M+ in 2009 in one of the largest e-commerce acquisitions to happen after the dot-com era. The deal been fruitful for Amazon which acquired a company that already had net revenue of $635M at the time of acquisition. Zappos has also carved a niche out for itself in e-commerce by emphasizing its company culture and obsessive customer service the latter of which Amazon prides itself on today and has been a big differentiator for the parent company. It’s important to note that Amazon bought Zappos at a little more than 1x net revenue which is a much lower multiple than the valuation of many e-commerce companies today (with Amazon itself trading between 2x and 2.5x price-to-sales ratio of the trailing twelve months).

 eBay,acquisition, PayPal,Back in November 2006 I published the Top 10 Greatest Internet Digital Media M&A Deals of All Time.  It included eBay’s $1.5 billion acquisition of PayPal Yahoo’s $1.6 billion acquisition of Overture and Microsoft’s $400 million purchase of Hotmail back in 1998.  It also included News Corp’s $580 million acquisition of MySpace.  Don’t laugh.   The list was published a month after the big $900 million deal with Google which I thought Google had drastically overpaid for at the time.  Of course times they change as does the list so I decided to update the list – and yes I went through all 255 pages on the Acquisitions section of CrunchBase.

 Microsoft,acquire, Hotmail,10.  Microsoft acquires Hotmail for $400 million in 1998

 Microsoft,acquire, Hotmail,10.  Microsoft acquires Hotmail for $400 million in 1998

 Amazon,scoop, Zappos,Were it not for the RIP Good Times presentation that Sequoia gave its portfolio company CEOs in late 2008 it’s entirely possible that Zappos would still be independent.  But the fact remains Jeff Bezos met his match in Zappos’ CEO Tony Hsieh on the customer satisfaction front.  By scooping up Zappos Amazon basically acquired the lone threat in the e-commerce landscape.

 eBay,acquire, Paypal,eBay dropped its Billpoint product and agreed to acquire Paypal for $1.5 billion.  Considering that about 60% of PayPal’s business came from eBay you have to wonder why eBay didn’t apply some pressure to bring down the price but the fact remains: PayPal drove eBay’s revenues and is now clearly the most exciting part of the business.  The deal also gave rise to a whole generation of Internet entrepreneurs and investors who went onto found or invest in companies such as Facebook LinkedIn and Yelp.

 Google,buy, YouTube,Google bought YouTube for $1.65 billion in stock and within the first few days saw its market valuation rise by well over $2 billion.  By doing so it inadvertently blocked its only true threat as a search engine by scooping up what was to become the No. 2 search engine in the world.  It can be argued that  every 1% search market share is worth $1 billion.

 Google,buy, YouTube,Google bought YouTube for $1.65 billion in stock and within the first few days saw its market valuation rise by well over $2 billion.  By doing so it inadvertently blocked its only true threat as a search engine by scooping up what was to become the No. 2 search engine in the world.  It can be argued that  every 1% search market share is worth $1 billion.

 Google,buy, YouTube,But this misses the point were it not Android it could be argued that Google would have found something else (internal or via acquisition) to do what Android does.  Google made Android into what it is today.  However YouTube was a force to be reckoned with and at the time of the acquisition the most explosive startup ever.  Sequoia had only poured $11.5 million of venture funding into the company.  YouTube had the runway—forget what Mark Cuban says he did after all sell Broadcast.com for $5.7 billion to Yahoo—to become a threat the way Facebook has become a threat.  By buying YouTube Google scorched the earth in online video.

 AOL,acquire, The Huffington Post,AOL acquired The Huffington Post for $315M in 2011 solidifying the company’s bet on content and advertising. The Huffington Post was one of the first crowd-sourced news platforms allowing many people and bloggers who were not full-time employees to use HuffPo as a medium for their views (a model that Jonah Peretti one of The Huffington Post’s founders would also use in his later venture Buzzfeed). The Huffington Post was also  an important player in the wave of media companies monetizing through digital ads rather than subscription or paywalls which has fundamentally changed that industry. When it was acquired HuffPo had revenue of approximately $30M while this year it projected revenue is $168M.

 AOL,acquire, The Huffington Post,AOL acquired The Huffington Post for $315M in 2011 solidifying the company’s bet on content and advertising. The Huffington Post was one of the first crowd-sourced news platforms allowing many people and bloggers who were not full-time employees to use HuffPo as a medium for their views (a model that Jonah Peretti one of The Huffington Post’s founders would also use in his later venture Buzzfeed). The Huffington Post was also  an important player in the wave of media companies monetizing through digital ads rather than subscription or paywalls which has fundamentally changed that industry. When it was acquired HuffPo had revenue of approximately $30M while this year it projected revenue is $168M.

 Microsoft,buy, Mojang,Microsoft bought Mojang the maker of wildly popular game Minecraft for $2.5B at the end of 2014. Minecraft was entirely bootstrapped proving you don’t need to raise money to be a unicorn and exit at $1B+. The acquisition highlighted Microsoft’s new strategy of focusing on mobile-centric products and bolsters Microsoft’s gaming product line. Microsoft already has an enviable perch in the gaming industry given the Xbox desktop and VR platforms it currently owns. The acquisition also gives Microsoft a channel into the younger demographics that Minecraft targets specifically people below the age of 15 and could easily become a multibillion dollar franchise on its own similar to the multimedia empire that Lego built. Finally watching how Microsoft handles Minecraft going forward will be important since it not only has to handle the game itself but needs to make sure that the community that’s developed around the game is maintained (a struggle many large companies face when acquiring community-centric startups).

 Microsoft,buy, Mojang,Microsoft bought Mojang the maker of wildly popular game Minecraft for $2.5B at the end of 2014. Minecraft was entirely bootstrapped proving you don’t need to raise money to be a unicorn and exit at $1B+. The acquisition highlighted Microsoft’s new strategy of focusing on mobile-centric products and bolsters Microsoft’s gaming product line. Microsoft already has an enviable perch in the gaming industry given the Xbox desktop and VR platforms it currently owns. The acquisition also gives Microsoft a channel into the younger demographics that Minecraft targets specifically people below the age of 15 and could easily become a multibillion dollar franchise on its own similar to the multimedia empire that Lego built. Finally watching how Microsoft handles Minecraft going forward will be important since it not only has to handle the game itself but needs to make sure that the community that’s developed around the game is maintained (a struggle many large companies face when acquiring community-centric startups).

 Amazon,buy, Twitch,Amazon bought Twitch for around $1B in 2014 after beating out other suitors like Google. This move is significant for several reasons:

 Amazon,buy, Twitch,Amazon bought Twitch for around $1B in 2014 after beating out other suitors like Google. This move is significant for several reasons:

 Amazon,acquire, Zappos,Amazon acquired Zappos for $807M+ in 2009 in one of the largest e-commerce acquisitions to happen after the dot-com era. The deal been fruitful for Amazon which acquired a company that already had net revenue of $635M at the time of acquisition. Zappos has also carved a niche out for itself in e-commerce by emphasizing its company culture and obsessive customer service the latter of which Amazon prides itself on today and has been a big differentiator for the parent company. It’s important to note that Amazon bought Zappos at a little more than 1x net revenue which is a much lower multiple than the valuation of many e-commerce companies today (with Amazon itself trading between 2x and 2.5x price-to-sales ratio of the trailing twelve months).

 Amazon,acquire, Zappos,Amazon acquired Zappos for $807M+ in 2009 in one of the largest e-commerce acquisitions to happen after the dot-com era. The deal been fruitful for Amazon which acquired a company that already had net revenue of $635M at the time of acquisition. Zappos has also carved a niche out for itself in e-commerce by emphasizing its company culture and obsessive customer service the latter of which Amazon prides itself on today and has been a big differentiator for the parent company. It’s important to note that Amazon bought Zappos at a little more than 1x net revenue which is a much lower multiple than the valuation of many e-commerce companies today (with Amazon itself trading between 2x and 2.5x price-to-sales ratio of the trailing twelve months).

 SAP,acquire, Qualtrics,1. SAP acquires Qualtrics for $8 billion

 SAP,acquire, Qualtrics,1. SAP acquires Qualtrics for $8 billion

 Oracle,acquire, Talari Networks,Oracle announced on 15 November that it had agreed to acquire SD-WAN specialist vendor Talari Networks. The Silicon Valley-based company focuses on Software-Defined Wide Area Network (SD-WAN) a modern way of connecting enterprise networks.

 IBM,buy, Red Hat,4. IBM is buying Red Hat for $33 billion

 IBM,buy, Red Hat,4. IBM is buying Red Hat for $33 billion

 Twilio,acquire, SendGrid,In October 2018 cloud communications platform Twilio announced it would be acquiring SendGrid a leading email API platform in a $2 billion deal. Both companies are targeted towards developers offering APIs to help seamlessly incorporate communications channels into their apps.

 Cisco,acquire, Duo Security,Cisco acquires Duo Security for $2.35 billion

 Cisco,acquire, Duo Security,Cisco acquires Duo Security for $2.35 billion

 AT&T,acquire, AlienVault,AT&T acquires AlienVault

 AT&T,acquire, AlienVault,AT&T acquires AlienVault

 AT&T,acquisition, AlienVault,AT&T completed the acquisition of cybersecurity vendor AlienVault in August.

 Salesforce,buy, Datorama,Salesforce has signed an agreement to buy Datorama a cloud-based AI-powered marketing intelligence and analytics platform that companies including Unilever and PepsiCo use to manage their marketing data across campaigns and channels.

 Broadcom,buy, CA Technologies,Broadcom has agreed to buy CA Technologies for $18.9 billion (£14.3 billion) in cash.

 SolarWinds,acquire, Trusted Metrics,SolarWinds acquires Trusted Metrics

 SolarWinds,acquire, Trusted Metrics,SolarWinds acquires Trusted Metrics

 SolarWinds,acquire, Trusted Metrics,Monitoring software maker SolarWinds acquired North Carolina-based Trusted Metrics in July which specialises in real-time security monitoring software. The financial terms of the deal weren't announced.

 SolarWinds,acquire, Trusted Metrics,Monitoring software maker SolarWinds acquired North Carolina-based Trusted Metrics in July which specialises in real-time security monitoring software. The financial terms of the deal weren't announced.

 Microsoft,acquire, Bonsai,Microsoft acquires Bonsai

 Microsoft,acquire, Bonsai,Microsoft acquires Bonsai

 Splunk,acquire, VictorOps,Machine data specialist Splunk acquired VictorOps for $120 million in cash and Splunk securities in June.

 Splunk,acquire, VictorOps,Machine data specialist Splunk acquired VictorOps for $120 million in cash and Splunk securities in June.

 Microsoft,acquire, GitHub,Microsoft acquires GitHub

 Microsoft,acquire, GitHub,Microsoft acquires GitHub

 Microsoft,acquire, GitHub,Microsoft has reached an agreement to acquire GitHub for $7.5 billion in Microsoft stock. Nat Friedman the former CEO of Xamarin - another Microsoft acquisition - will take over as GitHub CEO while GitHub cofounder Chris Wanstrath will join Microsoft as a technical fellow. 

 Adobe,acquire, Magento,Adobe have "announced their intent" to acquire ecommerce company Magento in a deal worth around $1.7 billion.

 Microsoft,acquire, Semantic Machines,Microsoft acquires Semantic Machines

 Microsoft,acquire, Semantic Machines,Microsoft acquires Semantic Machines

 Microsoft,acquire, Semantic Machines,Microsoft acquired AI startup Semantic Machines in May 2018.

 Microsoft,acquire, Semantic Machines,Microsoft acquired AI startup Semantic Machines in May 2018.

 Oracle,acquire, Datascience.com,Oracle announced that it had agreed to acquire Datascience.com in May.

 Google,acquisition, Kaggle,This follows Google's acquisition of data science portal Kaggle last year as the big cloud vendors look to place themselves at the heart of the data science community.

 Hewlett - Packard Enterprise,buy, Plexxi,Hewlett-Packard Enterprise announced in May that it was buying networking startup Plexxi for an undisclosed amount.

 Google,acquire, Velostrata,Google acquires Velostrata

 Google,acquire, Velostrata,Google acquires Velostrata

 Google,acquire, Velostrata,Google acquired Israeli startup Velostrata in May for an undisclosed amount.

 Google,acquire, Velostrata,Google acquired Israeli startup Velostrata in May for an undisclosed amount.

 Recruit Holdings,acquire, Glassdoor,Recruit Holdings acquires Glassdoor for $1.2 billion

 Recruit Holdings,acquire, Glassdoor,Recruit Holdings acquires Glassdoor for $1.2 billion

 ServiceNow,acquire, Parlo,ServiceNow acquires Parlo and VendorHawk

 ServiceNow,acquire, VendorHawk,ServiceNow acquires Parlo and VendorHawk

 ServiceNow,acquire, Parlo,ServiceNow acquires Parlo and VendorHawk

 Oracle,acquire, Grapeshot,Oracle acquires Grapeshot

 Oracle,acquire, Grapeshot,Oracle acquires Grapeshot

 Oracle,acquire, Grapeshot,Oracle acquired Grapeshot in April 2018 for an undisclosed amount. The startup is from Cambridge here in the UK and focuses on helping brands avoid advertising against potentially damaging content through its Contextual Intelligence platform.

 Oracle,acquire, Grapeshot,Oracle acquired Grapeshot in April 2018 for an undisclosed amount. The startup is from Cambridge here in the UK and focuses on helping brands avoid advertising against potentially damaging content through its Contextual Intelligence platform.

 Salesforce,acquire, CloudCraze,Cloud CRM specialists Salesforce acquired CloudCraze in March for an undisclosed fee. The Chicago-based company has built a popular business-to-business ecommerce solution on top of the Salesforce platform since being founded in 2009.

 Salesforce,acquire, CloudCraze,Cloud CRM specialists Salesforce acquired CloudCraze in March for an undisclosed fee. The Chicago-based company has built a popular business-to-business ecommerce solution on top of the Salesforce platform since being founded in 2009.

 Cisco,acquire, BroadSoft,Cisco acquires BroadSoft

 Cisco,acquire, BroadSoft,Cisco acquires BroadSoft

 Microsoft,acquire, Chalkup,Microsoft acquires Chalkup

 Microsoft,acquire, Chalkup,Microsoft acquires Chalkup

